Durusdinium36248	K09255
Durusdinium32303	K17541
Durusdinium35630	K10645
Durusdinium29059	K11547
Durusdinium4731	K13525
Durusdinium23978	K08864
Durusdinium25758	K05695
Durusdinium33684	K04771
Durusdinium33621	K22614
Durusdinium9884	K14787
Durusdinium24905	K00703
Durusdinium23599	K07560
Durusdinium25459	K01250
Durusdinium46793	K19600
Durusdinium30011	K16458
Durusdinium34413	K01673
Durusdinium38686	K00856
Durusdinium25074	K00362
Durusdinium32733	K08869
Durusdinium37347	K20178
Durusdinium6459	K15710
Durusdinium40929	K12813
Durusdinium27734	K12391
Durusdinium18177	K19787
Durusdinium4693	K25166
Durusdinium37194	K19413
Durusdinium54852	K10595
Durusdinium34147	K10967
Durusdinium15620	K13447
Durusdinium17150	K08853
Durusdinium38202	K11838
Durusdinium28444	K09839
Durusdinium30798	K06130
Durusdinium37534	K02471
Durusdinium46723	K02202
Durusdinium8282	K16726
Durusdinium52534	K04487
Durusdinium17276	K09255
Durusdinium39751	K16726
Durusdinium3075	K12235
Durusdinium17964	K16459
Durusdinium30335	K15078
Durusdinium31534	K08869
Durusdinium32512	K11412
Durusdinium22929	K02973
Durusdinium22242	K05841
Durusdinium34813	K15340
Durusdinium32133	K08762
Durusdinium39414	K14708
Durusdinium22046	K19269
Durusdinium40388	K25866
Durusdinium34185	K09255
Durusdinium36357	K15502
Durusdinium26104	K09255
Durusdinium53303	K22390
Durusdinium46193	K00133
Durusdinium36238	K08869
Durusdinium38008	K12567
Durusdinium39226	K00933
Durusdinium18889	K23741
Durusdinium38815	K03686
Durusdinium69	K11583
Durusdinium25356	K17513
Durusdinium5806	K02918
Durusdinium32837	K10799
Durusdinium39473	K10405
Durusdinium35463	K25166
Durusdinium32850	K02989
Durusdinium27893	K16282
Durusdinium2147	K09255
Durusdinium31766	K06671
Durusdinium35736	K00008
Durusdinium39958	K10590
Durusdinium18238	K05592
Durusdinium1648	K10860
Durusdinium39978	K12132
Durusdinium25515	K00789
Durusdinium40492	K00040
Durusdinium33342	K14674
Durusdinium24069	K19947
Durusdinium13358	K00710
Durusdinium28299	K01913
Durusdinium36018	K12251
Durusdinium27502	K08857
Durusdinium38509	K00814
Durusdinium25627	K00733
Durusdinium46936	K19499
Durusdinium20422	K07407
Durusdinium26681	K17732
Durusdinium33809	K12132
Durusdinium47072	K01802
Durusdinium19399	K00948
Durusdinium36445	K02318
Durusdinium40631	K01880
Durusdinium24679	K16743
Durusdinium1357	K10669
Durusdinium42758	K01744
Durusdinium31985	K06176
Durusdinium1756	K13412
Durusdinium29121	K00059
Durusdinium29613	K03327
Durusdinium37935	K18465
Durusdinium40159	K24635
Durusdinium11220	K00972
Durusdinium29261	K24083
Durusdinium42118	K10357
Durusdinium39635	K05970
Durusdinium30429	K12624
Durusdinium32386	K08857
Durusdinium38092	K06176
Durusdinium25537	K12873
Durusdinium29224	K04936
Durusdinium38679	K08150
Durusdinium38360	K10406
Durusdinium50483	K22207
Durusdinium4881	K11592
Durusdinium18644	K00612
Durusdinium18154	K04563
Durusdinium54328	K03671
Durusdinium21770	K00273
Durusdinium32949	K08582
Durusdinium34308	K10457
Durusdinium19739	K09259
Durusdinium31417	K00240
Durusdinium18584	K15042
Durusdinium31767	K07305
Durusdinium35547	K14209
Durusdinium54447	K00108
Durusdinium37206	K05658
Durusdinium54	K01462
Durusdinium27364	K13208
Durusdinium9009	K12567
Durusdinium36486	K01210
Durusdinium7718	K10415
Durusdinium51927	K00850
Durusdinium36666	K13412
Durusdinium31743	K14292
Durusdinium3450	K08869
Durusdinium19887	K14379
Durusdinium34819	K25201
Durusdinium38469	K12132
Durusdinium50162	K11755
Durusdinium43846	K06221
Durusdinium8004	K15100
Durusdinium26168	K09255
Durusdinium24806	K17278
Durusdinium15059	K17570
Durusdinium28876	K05356
Durusdinium41150	K09255
Durusdinium30022	K08727
Durusdinium27530	K21918
Durusdinium39499	K14944
Durusdinium39608	K01176
Durusdinium33411	K00569
Durusdinium39261	K14326
Durusdinium25782	K01802
Durusdinium54487	K03234
Durusdinium40262	K00558
Durusdinium37926	K05016
Durusdinium37622	K05016
Durusdinium21453	K17795
Durusdinium36475	K15631
Durusdinium25206	K08794
Durusdinium26137	K13110
Durusdinium41033	K10457
Durusdinium27114	K00555
Durusdinium28030	K22207
Durusdinium22453	K08070
Durusdinium27137	K00849
Durusdinium30506	K17458
Durusdinium27077	K17803
Durusdinium34532	K17943
Durusdinium40326	K02350
Durusdinium29894	K10614
Durusdinium27571	K13412
Durusdinium323	K14963
Durusdinium3222	K09874
Durusdinium17935	K20028
Durusdinium25297	K10300
Durusdinium22748	K04368
Durusdinium38640	K00130
Durusdinium41067	K22077
Durusdinium46767	K13412
Durusdinium20354	K22390
Durusdinium30453	K15121
Durusdinium26834	K03283
Durusdinium43242	K14826
Durusdinium25976	K13412
Durusdinium34406	K08292
Durusdinium31726	K08855
Durusdinium33369	K12132
Durusdinium43934	K12621
Durusdinium24663	K10396
Durusdinium6931	K00078
Durusdinium38945	K17256
Durusdinium4675	K14568
Durusdinium49341	K10688
Durusdinium24980	K13207
Durusdinium39934	K19360
Durusdinium14115	K11160
Durusdinium54940	K00815
Durusdinium37698	K09259
Durusdinium50378	K14998
Durusdinium52987	K15028
Durusdinium33148	K03797
Durusdinium28449	K17341
Durusdinium31089	K00901
Durusdinium44527	K24512
Durusdinium27876	K25166
Durusdinium18459	K10417
Durusdinium28801	K01519
Durusdinium25259	K11366
Durusdinium30008	K06269
Durusdinium33881	K03437
Durusdinium40659	K27590
Durusdinium49990	K26752
Durusdinium49106	K00700
Durusdinium44127	K02735
Durusdinium28807	K14755
Durusdinium26940	K16582
Durusdinium25209	K05791
Durusdinium32244	K25401
Durusdinium27647	K04739
Durusdinium17084	K13412
Durusdinium6378	K10380
Durusdinium39020	K11414
Durusdinium37636	K01180
Durusdinium36365	K02975
Durusdinium37222	K01054
Durusdinium4607	K21440
Durusdinium33896	K12877
Durusdinium5523	K14379
Durusdinium43507	K02922
Durusdinium25643	K14416
Durusdinium25707	K00486
Durusdinium30671	K15259
Durusdinium16156	K04771
Durusdinium54734	K11438
Durusdinium13137	K00020
Durusdinium17880	K06148
Durusdinium41053	K06180
Durusdinium31875	K07056
Durusdinium8313	K23490
Durusdinium27153	K11204
Durusdinium33776	K13412
Durusdinium51799	K01652
Durusdinium27017	K06178
Durusdinium38730	K20843
Durusdinium36433	K00322
Durusdinium49062	K00876
Durusdinium21800	K12117
Durusdinium17402	K24195
Durusdinium52160	K15397
Durusdinium15918	K23330
Durusdinium26187	K01285
Durusdinium34975	K10585
Durusdinium52398	K01802
Durusdinium38427	K10407
Durusdinium37283	K14326
Durusdinium18302	K01201
Durusdinium25159	K04788
Durusdinium34780	K00344
Durusdinium25449	K03843
Durusdinium33940	K02964
Durusdinium19260	K20028
Durusdinium49799	K12835
Durusdinium17435	K13298
Durusdinium54381	K00167
Durusdinium27294	K06173
Durusdinium34739	K01869
Durusdinium3930	K25616
Durusdinium39267	K16570
Durusdinium52672	K03259
Durusdinium23647	K24166
Durusdinium39946	K06642
Durusdinium8604	K24939
Durusdinium22897	K16290
Durusdinium19127	K17710
Durusdinium26702	K15112
Durusdinium31714	K10758
Durusdinium34772	K16055
Durusdinium37302	K12460
Durusdinium38018	K04079
Durusdinium37574	K02108
Durusdinium54206	K04739
Durusdinium23372	K26544
Durusdinium37816	K08798
Durusdinium43458	K10860
Durusdinium6763	K19480
Durusdinium20377	K00710
Durusdinium34390	K20151
Durusdinium12459	K10380
Durusdinium26929	K00557
Durusdinium11455	K04797
Durusdinium7364	K16726
